ID_Cartao,Produto_Mastercard,Tipo_Cartao,Data_Emissao,Data_Ativacao,Data_Validade,Limite_Cartao
50581247,Black,Crédito,2023-07-31 01:27:35,2023-08-01 01:27:35,2028-01-01,46000.0
26420992,Maestro/Debit,Débito,2021-05-22 17:25:49,2021-05-31 17:25:49,2026-05-31,0.0
12083383,Maestro/Debit,Débito,2022-05-31 03:09:16,2022-05-31 03:09:16,2027-05-31,0.0
37160487,Standard,Crédito,2023-06-16 08:02:42,2023-06-17 08:02:42,2028-01-01,7000.0
41250991,Gold,Crédito,2022-11-29 00:54:28,2022-12-09 00:54:28,2027-12-09,11000.0
95574113,Maestro/Debit,Débito,2021-10-13 21:08:10,2021-10-14 21:08:10,2026-10-14,0.0
89636414,Black,Crédito,2022-02-11 07:51:34,2022-02-17 07:51:34,2027-02-17,27000.0
51800962,Gold,Crédito,2021-12-06 14:02:18,2021-12-25 14:02:18,2026-12-25,15000.0
39643141,Black,Crédito,2020-11-27 10:21:56,2020-12-17 10:21:56,2025-12-17,41000.0
69572918,Standard,Crédito,2020-09-30 10:30:05,2020-10-20 10:30:05,2025-10-20,15000.0
69172892,Black,Crédito,2022-11-18 15:35:01,2022-12-08 15:35:01,2027-12-08,43000.0
43104972,Maestro/Debit,Débito,2021-07-10 17:11:20,2021-07-27 17:11:20,2026-07-27,0.0
93947044,Maestro/Debit,Débito,2020-02-24 14:13:24,2020-03-15 14:13:24,2025-03-15,0.0
74166842,Black,Crédito,2020-08-02 03:29:25,2020-08-20 03:29:25,2025-08-20,30000.0
29681526,Platinum,Crédito,2021-01-30 21:07:21,2021-02-02 21:07:21,2026-02-02,16000.0
54178669,Maestro/Debit,Débito,2021-05-28 13:55:37,2021-06-09 13:55:37,2026-06-09,0.0
83937748,Platinum,Crédito,2022-08-02 13:39:13,2022-08-19 13:39:13,2027-08-19,28000.0
79216132,Maestro/Debit,Débito,2022-02-05 23:53:28,2022-02-24 23:53:28,2027-02-24,0.0
75874205,Platinum,Crédito,2020-09-22 09:10:35,2020-10-20 09:10:35,2025-10-20,22000.0
49914820,Platinum,Crédito,2022-10-28 23:19:51,2022-11-21 23:19:51,2027-11-21,27000.0
84678718,Black,Crédito,2022-07-04 21:39:50,2022-07-27 21:39:50,2027-07-27,38000.0
93565340,Black,Crédito,2021-05-07 18:19:50,2021-05-19 18:19:50,2026-05-19,45000.0
17158229,Standard,Crédito,2021-04-10 07:06:48,2021-05-09 07:06:48,2026-05-09,15000.0
39555842,Platinum,Crédito,2021-05-26 20:36:09,2021-06-21 20:36:09,2026-06-21,30000.0
75367768,Gold,Crédito,2022-08-31 17:57:56,2022-09-27 17:57:56,2027-09-27,15000.0
68987505,Platinum,Crédito,2020-06-04 02:02:38,2020-06-22 02:02:38,2025-06-22,30000.0
48376585,Gold,Crédito,2021-02-09 21:49:15,2021-02-25 21:49:15,2026-02-25,27000.0
77320768,Standard,Crédito,2022-11-30 06:08:32,2022-11-30 06:08:32,2027-11-30,16000.0
51686638,Maestro/Debit,Débito,2021-10-13 14:00:14,2021-10-18 14:00:14,2026-10-18,0.0
15228064,Platinum,Crédito,2020-11-28 21:24:32,2020-12-16 21:24:32,2025-12-16,29000.0
63261749,Gold,Crédito,2022-05-29 12:20:22,2022-06-17 12:20:22,2027-06-17,26000.0
23294858,Standard,Crédito,2020-09-02 05:38:06,2020-09-02 05:38:06,2025-09-02,13000.0
52941564,Platinum,Crédito,2022-03-10 11:45:09,2022-03-17 11:45:09,2027-03-17,21000.0
81273185,Maestro/Debit,Débito,2020-12-06 02:08:47,2020-12-22 02:08:47,2025-12-22,0.0
73922636,Platinum,Crédito,2021-05-28 07:16:43,2021-06-17 07:16:43,2026-06-17,19000.0
87958038,Black,Crédito,2020-12-21 17:52:07,2021-01-11 17:52:07,2026-01-11,29000.0
30717221,Maestro/Debit,Débito,2021-11-24 01:44:25,2021-12-08 01:44:25,2026-12-08,0.0
70158752,Platinum,Crédito,2021-01-19 03:43:39,2021-02-05 03:43:39,2026-02-05,22000.0
56362603,Maestro/Debit,Débito,2021-05-02 18:22:29,2021-05-08 18:22:29,2026-05-08,0.0
73506874,Maestro/Debit,Débito,2021-03-07 15:32:47,2021-03-22 15:32:47,2026-03-22,0.0
62233247,Black,Crédito,2021-06-29 14:13:13,2021-07-05 14:13:13,2026-07-05,14000.0
60229551,Maestro/Debit,Débito,2020-04-18 16:49:43,2020-05-04 16:49:43,2025-05-04,0.0
81095077,Platinum,Crédito,2023-03-05 03:40:31,2023-03-06 03:40:31,2028-01-01,32000.0
97281583,Gold,Crédito,2022-03-03 12:34:58,2022-03-14 12:34:58,2027-03-14,20000.0
69980844,Gold,Crédito,2022-08-06 06:10:29,2022-08-18 06:10:29,2027-08-18,10000.0
64958937,Maestro/Debit,Débito,2020-06-13 06:37:28,2020-06-16 06:37:28,2025-06-16,0.0
48845468,Black,Crédito,2022-08-14 05:02:39,2022-09-03 05:02:39,2027-09-03,24000.0
30564564,Platinum,Crédito,2022-12-03 03:10:34,2022-12-03 03:10:34,2027-12-03,11000.0
37058049,Platinum,Crédito,2022-03-28 11:29:46,2022-03-28 11:29:46,2027-03-28,30000.0
14148612,Standard,Crédito,2023-02-21 05:34:03,2023-02-22 05:34:03,2028-01-01,11000.0
74619324,Platinum,Crédito,2022-07-27 03:54:44,2022-08-04 03:54:44,2027-08-04,18000.0
85463072,Black,Crédito,2021-01-09 15:39:06,2021-01-09 15:39:06,2026-01-09,27000.0
70764101,Platinum,Crédito,2020-06-19 23:58:09,2020-07-04 23:58:09,2025-07-04,16000.0
40195986,Platinum,Crédito,2023-03-25 19:03:24,2023-03-26 19:03:24,2028-01-01,20000.0
71284150,Maestro/Debit,Débito,2020-10-27 15:19:41,2020-11-17 15:19:41,2025-11-17,0.0
23453126,Platinum,Crédito,2022-09-15 13:57:05,2022-09-29 13:57:05,2027-09-29,25000.0
67365913,Black,Crédito,2022-01-03 23:00:06,2022-01-08 23:00:06,2027-01-08,41000.0
71112953,Maestro/Debit,Débito,2020-05-06 01:25:30,2020-05-07 01:25:30,2025-05-07,0.0
71743396,Black,Crédito,2021-05-26 02:05:13,2021-06-03 02:05:13,2026-06-03,42000.0
54641884,Maestro/Debit,Débito,2022-03-28 10:38:00,2022-03-31 10:38:00,2027-03-31,0.0
94316834,Gold,Crédito,2022-06-21 16:27:29,2022-07-03 16:27:29,2027-07-03,21000.0
83054320,Maestro/Debit,Débito,2021-05-08 03:17:38,2021-05-30 03:17:38,2026-05-30,0.0
38564360,Black,Crédito,2022-11-26 20:50:27,2022-12-17 20:50:27,2027-12-17,18000.0
89221277,Black,Crédito,2021-12-25 17:57:18,2022-01-04 17:57:18,2027-01-04,38000.0
94372857,Standard,Crédito,2023-04-18 10:01:55,2023-04-19 10:01:55,2028-01-01,7000.0
82352838,Maestro/Debit,Débito,2022-04-26 11:50:05,2022-05-06 11:50:05,2027-05-06,0.0
40812828,Standard,Crédito,2023-09-19 02:51:32,2023-09-20 02:51:32,2028-01-01,18000.0
18090982,Black,Crédito,2022-11-12 21:34:11,2022-11-19 21:34:11,2027-11-19,27000.0
45121893,Standard,Crédito,2021-09-02 15:28:33,2021-09-08 15:28:33,2026-09-08,11000.0
91441951,Gold,Crédito,2021-08-02 18:19:31,2021-08-26 18:19:31,2026-08-26,15000.0
19334561,Platinum,Crédito,2021-06-14 06:23:41,2021-06-29 06:23:41,2026-06-29,28000.0
13403801,Standard,Crédito,2021-05-20 01:46:21,2021-05-22 01:46:21,2026-05-22,12000.0
30128779,Gold,Crédito,2022-06-02 19:19:07,2022-06-18 19:19:07,2027-06-18,12000.0
57977616,Gold,Crédito,2021-12-02 01:12:29,2021-12-19 01:12:29,2026-12-19,9000.0
63876067,Black,Crédito,2022-06-11 11:52:43,2022-07-08 11:52:43,2027-07-08,26000.0
84983604,Platinum,Crédito,2023-05-05 17:16:30,2023-05-06 17:16:30,2028-01-01,12000.0
59809449,Black,Crédito,2022-08-05 08:15:49,2022-08-19 08:15:49,2027-08-19,13000.0
20694886,Platinum,Crédito,2023-03-12 16:28:57,2023-03-13 16:28:57,2028-01-01,10000.0
95228303,Platinum,Crédito,2020-09-16 00:41:57,2020-10-02 00:41:57,2025-10-02,17000.0
40923809,Black,Crédito,2021-08-05 21:23:49,2021-08-15 21:23:49,2026-08-15,28000.0
52935778,Platinum,Crédito,2021-10-07 05:41:50,2021-10-11 05:41:50,2026-10-11,15000.0
69316117,Black,Crédito,2021-03-28 09:34:40,2021-04-12 09:34:40,2026-04-12,20000.0
70356112,Maestro/Debit,Débito,2023-08-05 14:00:12,2023-08-06 14:00:12,2028-01-01,0.0
21750468,Maestro/Debit,Débito,2022-10-12 16:46:53,2022-10-21 16:46:53,2027-10-21,0.0
79404035,Black,Crédito,2020-10-08 17:46:42,2020-10-21 17:46:42,2025-10-21,29000.0
11179970,Maestro/Debit,Débito,2022-06-27 18:47:37,2022-06-28 18:47:37,2027-06-28,0.0
67578944,Gold,Crédito,2022-10-04 01:31:40,2022-10-19 01:31:40,2027-10-19,10000.0
59904534,Platinum,Crédito,2023-05-11 09:29:47,2023-05-12 09:29:47,2028-01-01,13000.0
23087282,Black,Crédito,2022-03-16 10:33:24,2022-03-23 10:33:24,2027-03-23,39000.0
84183169,Gold,Crédito,2021-10-25 01:25:12,2021-11-08 01:25:12,2026-11-08,16000.0
98013658,Standard,Crédito,2021-08-06 12:30:31,2021-08-15 12:30:31,2026-08-15,11000.0
44544858,Gold,Crédito,2022-01-14 07:47:20,2022-02-12 07:47:20,2027-02-12,10000.0
72884472,Black,Crédito,2023-07-26 09:08:33,2023-07-27 09:08:33,2028-01-01,17000.0
98542493,Black,Crédito,2023-03-14 06:50:59,2023-03-15 06:50:59,2028-01-01,41000.0
27349588,Platinum,Crédito,2022-05-28 10:50:58,2022-06-12 10:50:58,2027-06-12,34000.0
32009468,Platinum,Crédito,2022-02-08 00:18:33,2022-02-28 00:18:33,2027-02-28,29000.0
37413832,Platinum,Crédito,2021-07-02 22:40:19,2021-07-27 22:40:19,2026-07-27,22000.0
19585440,Platinum,Crédito,2021-12-20 13:51:04,2022-01-10 13:51:04,2027-01-10,13000.0
65502395,Maestro/Debit,Débito,2021-07-22 11:16:53,2021-08-02 11:16:53,2026-08-02,0.0
71338375,Maestro/Debit,Débito,2021-11-07 22:42:54,2021-11-29 22:42:54,2026-11-29,0.0
28360692,Platinum,Crédito,2021-01-19 10:49:33,2021-02-17 10:49:33,2026-02-17,30000.0
77290059,Maestro/Debit,Débito,2023-07-10 23:12:24,2023-07-11 23:12:24,2028-01-01,0.0
79948574,Platinum,Crédito,2023-05-10 02:25:46,2023-05-11 02:25:46,2028-01-01,28000.0
85608900,Platinum,Crédito,2021-11-26 15:28:22,2021-12-12 15:28:22,2026-12-12,14000.0
52879819,Platinum,Crédito,2022-12-08 21:42:51,2022-12-27 21:42:51,2027-12-27,20000.0
17116328,Gold,Crédito,2023-01-05 00:34:29,2023-01-06 00:34:29,2028-01-01,21000.0
27829504,Maestro/Debit,Débito,2022-07-01 22:32:38,2022-07-12 22:32:38,2027-07-12,0.0
55418873,Gold,Crédito,2022-12-11 05:03:17,2023-01-01 19:22:00,2028-01-01,16000.0
57875071,Platinum,Crédito,2021-04-12 16:09:56,2021-04-16 16:09:56,2026-04-16,21000.0
69623653,Platinum,Crédito,2023-02-19 17:01:48,2023-02-20 17:01:48,2028-01-01,13000.0
11407339,Black,Crédito,2023-08-11 17:20:43,2023-08-12 17:20:43,2028-01-01,40000.0
76199600,Standard,Crédito,2023-08-06 03:40:06,2023-08-07 03:40:06,2028-01-01,6000.0
14864660,Gold,Crédito,2022-10-25 16:46:53,2022-11-13 16:46:53,2027-11-13,20000.0
69699105,Platinum,Crédito,2020-06-17 03:47:50,2020-07-14 03:47:50,2025-07-14,18000.0
55422292,Gold,Crédito,2020-12-20 11:45:57,2021-01-04 11:45:57,2026-01-04,14000.0
83032933,Gold,Crédito,2021-09-28 01:15:32,2021-10-27 01:15:32,2026-10-27,13000.0
70759805,Black,Crédito,2021-12-02 18:47:37,2021-12-13 18:47:37,2026-12-13,26000.0
26467065,Gold,Crédito,2021-12-27 10:49:48,2022-01-04 10:49:48,2027-01-04,18000.0
24694747,Platinum,Crédito,2022-06-22 00:14:20,2022-07-04 00:14:20,2027-07-04,30000.0
68409820,Gold,Crédito,2020-09-04 16:08:29,2020-09-20 16:08:29,2025-09-20,24000.0
24284627,Gold,Crédito,2021-10-28 00:58:49,2021-11-13 00:58:49,2026-11-13,18000.0
23943342,Maestro/Debit,Débito,2022-07-14 18:41:40,2022-07-17 18:41:40,2027-07-17,0.0
72379155,Gold,Crédito,2020-09-14 22:14:57,2020-09-27 22:14:57,2025-09-27,12000.0
71659697,Gold,Crédito,2021-10-13 18:22:58,2021-10-31 18:22:58,2026-10-31,24000.0
83035093,Black,Crédito,2022-08-14 04:07:31,2022-08-20 04:07:31,2027-08-20,15000.0
75885754,Gold,Crédito,2022-08-06 22:39:06,2022-09-01 22:39:06,2027-09-01,9000.0
28358605,Platinum,Crédito,2022-04-02 17:35:52,2022-04-04 17:35:52,2027-04-04,20000.0
24642610,Platinum,Crédito,2021-01-02 10:42:42,2021-01-02 10:42:42,2026-01-02,20000.0
26150766,Platinum,Crédito,2022-06-26 10:03:59,2022-07-07 10:03:59,2027-07-07,25000.0
86870356,Black,Crédito,2022-03-01 20:53:13,2022-03-15 20:53:13,2027-03-15,34000.0
25119908,Gold,Crédito,2022-03-15 21:37:05,2022-03-25 21:37:05,2027-03-25,10000.0
30163043,Black,Crédito,2022-04-23 18:54:44,2022-05-02 18:54:44,2027-05-02,47000.0
21704338,Standard,Crédito,2022-08-08 14:30:28,2022-08-09 14:30:28,2027-08-09,9000.0
34908084,Platinum,Crédito,2021-03-01 17:04:20,2021-03-26 17:04:20,2026-03-26,18000.0
59959720,Black,Crédito,2022-10-06 05:48:20,2022-11-03 05:48:20,2027-11-03,33000.0
60246746,Gold,Crédito,2020-09-19 05:16:25,2020-09-22 05:16:25,2025-09-22,15000.0
70319526,Black,Crédito,2020-08-31 11:28:24,2020-09-16 11:28:24,2025-09-16,36000.0
90000914,Platinum,Crédito,2020-08-14 20:15:15,2020-08-30 20:15:15,2025-08-30,28000.0
28637133,Standard,Crédito,2021-04-07 15:40:55,2021-05-04 15:40:55,2026-05-04,6000.0
53117843,Black,Crédito,2022-03-27 15:05:38,2022-04-25 15:05:38,2027-04-25,39000.0
15867118,Maestro/Debit,Débito,2021-08-02 20:55:30,2021-08-09 20:55:30,2026-08-09,0.0
76686903,Black,Crédito,2021-04-04 09:11:27,2021-04-26 09:11:27,2026-04-26,39000.0
36282933,Platinum,Crédito,2020-10-29 16:04:09,2020-11-11 16:04:09,2025-11-11,24000.0
63800700,Standard,Crédito,2021-01-04 07:20:08,2021-01-27 07:20:08,2026-01-27,20000.0
18824528,Platinum,Crédito,2022-10-20 05:15:17,2022-11-17 05:15:17,2027-11-17,20000.0
89021047,Black,Crédito,2022-11-24 02:42:52,2022-11-27 02:42:52,2027-11-27,33000.0
55204539,Platinum,Crédito,2021-01-11 11:55:36,2021-01-16 11:55:36,2026-01-16,18000.0
37767115,Platinum,Crédito,2020-10-18 03:52:30,2020-11-15 03:52:30,2025-11-15,27000.0
21525011,Maestro/Debit,Débito,2022-04-07 18:36:39,2022-04-25 18:36:39,2027-04-25,0.0
21462535,Platinum,Crédito,2022-11-21 19:56:09,2022-12-17 19:56:09,2027-12-17,34000.0
14678577,Standard,Crédito,2021-11-19 19:58:37,2021-12-17 19:58:37,2026-12-17,11000.0
16792935,Standard,Crédito,2022-04-19 18:25:40,2022-05-12 18:25:40,2027-05-12,7000.0
75027640,Platinum,Crédito,2021-09-22 13:17:48,2021-09-25 13:17:48,2026-09-25,29000.0
99232708,Maestro/Debit,Débito,2020-10-30 19:31:19,2020-11-01 19:31:19,2025-11-01,0.0
67241734,Platinum,Crédito,2021-09-16 08:22:44,2021-10-05 08:22:44,2026-10-05,27000.0
63206131,Maestro/Debit,Débito,2021-08-14 16:29:10,2021-08-19 16:29:10,2026-08-19,0.0
75864302,Black,Crédito,2020-04-27 20:00:01,2020-05-23 20:00:01,2025-05-23,19000.0
86286450,Gold,Crédito,2021-04-19 01:23:30,2021-05-11 01:23:30,2026-05-11,11000.0
57526562,Platinum,Crédito,2021-03-14 08:12:00,2021-03-20 08:12:00,2026-03-20,27000.0
34553791,Platinum,Crédito,2022-07-21 05:00:18,2022-08-03 05:00:18,2027-08-03,18000.0
65158380,Gold,Crédito,2023-05-03 04:38:08,2023-05-04 04:38:08,2028-01-01,9000.0
27269277,Standard,Crédito,2021-06-29 23:33:54,2021-07-14 23:33:54,2026-07-14,18000.0
90424819,Black,Crédito,2022-03-25 18:52:29,2022-04-13 18:52:29,2027-04-13,25000.0
49014555,Black,Crédito,2020-07-07 22:49:23,2020-07-14 22:49:23,2025-07-14,25000.0
26037937,Standard,Crédito,2020-04-19 08:42:04,2020-05-11 08:42:04,2025-05-11,20000.0
54815854,Gold,Crédito,2022-07-11 19:35:25,2022-07-12 19:35:25,2027-07-12,25000.0
98139275,Maestro/Debit,Débito,2021-08-25 09:52:51,2021-09-06 09:52:51,2026-09-06,0.0
65971401,Standard,Crédito,2021-09-30 23:33:54,2021-10-07 23:33:54,2026-10-07,21000.0
41641107,Maestro/Debit,Débito,2020-12-11 12:47:15,2021-01-04 12:47:15,2026-01-04,0.0
70615145,Standard,Crédito,2023-01-29 21:55:33,2023-01-30 21:55:33,2028-01-01,18000.0
11563066,Platinum,Crédito,2022-09-25 06:32:45,2022-10-14 06:32:45,2027-10-14,28000.0
51247962,Black,Crédito,2023-08-18 16:29:51,2023-08-19 16:29:51,2028-01-01,18000.0
34428991,Gold,Crédito,2021-01-09 02:34:42,2021-01-12 02:34:42,2026-01-12,11000.0
11057921,Gold,Crédito,2022-06-08 16:21:19,2022-07-06 16:21:19,2027-07-06,20000.0
42874045,Black,Crédito,2023-10-06 23:43:50,2023-10-07 23:43:50,2028-01-01,22000.0
69246559,Platinum,Crédito,2021-03-13 08:36:37,2021-04-01 08:36:37,2026-04-01,24000.0
80210939,Maestro/Debit,Débito,2022-06-21 04:50:17,2022-06-26 04:50:17,2027-06-26,0.0
62089600,Platinum,Crédito,2021-12-10 20:37:40,2022-01-05 20:37:40,2027-01-05,24000.0
65037474,Platinum,Crédito,2021-05-01 07:16:43,2021-05-04 07:16:43,2026-05-04,12000.0
95001836,Platinum,Crédito,2023-05-23 14:57:36,2023-05-24 14:57:36,2028-01-01,15000.0
40064367,Platinum,Crédito,2020-12-29 16:49:43,2021-01-20 16:49:43,2026-01-20,19000.0
17583980,Platinum,Crédito,2022-08-02 15:47:53,2022-08-24 15:47:53,2027-08-24,23000.0
95103238,Platinum,Crédito,2021-07-06 11:53:59,2021-07-26 11:53:59,2026-07-26,12000.0
36459646,Black,Crédito,2021-12-13 03:25:39,2021-12-25 03:25:39,2026-12-25,33000.0
83618364,Standard,Crédito,2022-09-29 16:30:26,2022-10-03 16:30:26,2027-10-03,7000.0
93887297,Platinum,Crédito,2021-06-11 07:49:07,2021-06-25 07:49:07,2026-06-25,11000.0
37167272,Maestro/Debit,Débito,2022-05-03 02:46:45,2022-05-28 02:46:45,2027-05-28,0.0
90533319,Maestro/Debit,Débito,2022-11-29 16:52:45,2022-12-06 16:52:45,2027-12-06,0.0
81117652,Platinum,Crédito,2021-10-27 15:44:07,2021-11-02 15:44:07,2026-11-02,30000.0
87336915,Gold,Crédito,2023-10-07 00:01:19,2023-10-08 00:01:19,2028-01-01,22000.0
69681934,Platinum,Crédito,2021-02-07 04:09:18,2021-02-13 04:09:18,2026-02-13,21000.0
41782373,Standard,Crédito,2021-05-23 01:14:18,2021-06-13 01:14:18,2026-06-13,7000.0
11674181,Black,Crédito,2020-09-10 17:25:58,2020-09-16 17:25:58,2025-09-16,33000.0
45385209,Gold,Crédito,2023-03-25 12:41:27,2023-03-26 12:41:27,2028-01-01,15000.0
43131886,Gold,Crédito,2021-11-04 02:37:56,2021-11-29 02:37:56,2026-11-29,20000.0
16433372,Platinum,Crédito,2021-01-09 14:58:50,2021-02-07 14:58:50,2026-02-07,22000.0
18214659,Black,Crédito,2022-11-27 13:18:16,2022-12-14 13:18:16,2027-12-14,16000.0
30304832,Gold,Crédito,2023-04-15 15:13:09,2023-04-16 15:13:09,2028-01-01,22000.0
78938083,Standard,Crédito,2021-02-20 03:55:29,2021-03-01 03:55:29,2026-03-01,9000.0
92561222,Platinum,Crédito,2021-09-22 19:55:52,2021-10-09 19:55:52,2026-10-09,26000.0
77640252,Platinum,Crédito,2021-05-26 09:42:08,2021-06-08 09:42:08,2026-06-08,32000.0
42163389,Platinum,Crédito,2023-05-17 23:41:27,2023-05-18 23:41:27,2028-01-01,19000.0
64434902,Gold,Crédito,2021-04-26 23:00:06,2021-05-02 23:00:06,2026-05-02,10000.0
73080115,Black,Crédito,2020-06-22 23:08:50,2020-07-21 23:08:50,2025-07-21,22000.0
62737842,Standard,Crédito,2021-08-19 17:40:20,2021-09-13 17:40:20,2026-09-13,6000.0
82093856,Black,Crédito,2020-08-30 02:08:47,2020-09-05 02:08:47,2025-09-05,18000.0
72925138,Platinum,Crédito,2021-02-06 13:10:25,2021-02-12 13:10:25,2026-02-12,28000.0
77742229,Black,Crédito,2021-10-02 03:42:48,2021-10-06 03:42:48,2026-10-06,33000.0
43187961,Black,Crédito,2021-03-19 04:02:15,2021-03-19 04:02:15,2026-03-19,14000.0
45364806,Platinum,Crédito,2021-08-03 18:48:33,2021-08-16 18:48:33,2026-08-16,26000.0
85936024,Black,Crédito,2023-02-21 02:55:51,2023-02-22 02:55:51,2028-01-01,49000.0
52205914,Gold,Crédito,2022-06-07 01:19:02,2022-06-19 01:19:02,2027-06-19,11000.0
10528116,Black,Crédito,2021-12-09 06:23:13,2022-01-02 06:23:13,2027-01-02,39000.0
61483274,Platinum,Crédito,2021-04-19 05:15:10,2021-04-26 05:15:10,2026-04-26,27000.0
85215883,Platinum,Crédito,2021-04-09 14:05:14,2021-04-16 14:05:14,2026-04-16,15000.0
82118057,Black,Crédito,2020-10-29 16:44:06,2020-11-07 16:44:06,2025-11-07,23000.0
52047195,Black,Crédito,2022-10-13 02:25:46,2022-10-29 02:25:46,2027-10-29,37000.0
62504458,Platinum,Crédito,2020-09-29 17:01:47,2020-10-04 17:01:47,2025-10-04,22000.0
29502907,Platinum,Crédito,2022-03-04 00:09:46,2022-03-18 00:09:46,2027-03-18,19000.0
12635165,Platinum,Crédito,2021-05-29 15:33:31,2021-06-12 15:33:31,2026-06-12,24000.0
84396790,Gold,Crédito,2021-10-28 05:21:16,2021-11-21 05:21:16,2026-11-21,8000.0
17627991,Platinum,Crédito,2022-04-02 14:00:12,2022-04-17 14:00:12,2027-04-17,20000.0
26803397,Black,Crédito,2021-06-06 01:28:35,2021-06-13 01:28:35,2026-06-13,32000.0
42201765,Platinum,Crédito,2022-06-30 07:39:25,2022-07-18 07:39:25,2027-07-18,31000.0
24746549,Maestro/Debit,Débito,2021-09-27 09:26:35,2021-10-16 09:26:35,2026-10-16,0.0
20226066,Gold,Crédito,2021-10-04 22:53:08,2021-10-18 22:53:08,2026-10-18,20000.0
10622709,Platinum,Crédito,2021-05-06 15:04:25,2021-05-08 15:04:25,2026-05-08,12000.0
94486126,Platinum,Crédito,2021-07-14 01:21:24,2021-07-19 01:21:24,2026-07-19,21000.0
96214146,Standard,Crédito,2022-03-20 10:47:07,2022-04-18 10:47:07,2027-04-18,10000.0
51887174,Gold,Crédito,2021-06-05 23:51:52,2021-06-29 23:51:52,2026-06-29,28000.0
33745761,Gold,Crédito,2022-10-22 20:47:45,2022-10-29 20:47:45,2027-10-29,16000.0
99830758,Maestro/Debit,Débito,2022-07-08 06:10:29,2022-07-23 06:10:29,2027-07-23,0.0
16666791,Black,Crédito,2021-10-02 08:33:49,2021-10-16 08:33:49,2026-10-16,25000.0
25801160,Black,Crédito,2022-10-17 11:10:28,2022-10-29 11:10:28,2027-10-29,29000.0
25952371,Standard,Crédito,2020-12-08 18:25:13,2021-01-02 18:25:13,2026-01-02,17000.0
43050736,Maestro/Debit,Débito,2020-04-29 21:07:21,2020-05-18 21:07:21,2025-05-18,0.0
31420504,Black,Crédito,2022-12-29 14:49:19,2023-01-01 23:30:00,2028-01-01,21000.0
87927816,Platinum,Crédito,2020-11-30 08:38:33,2020-12-17 08:38:33,2025-12-17,21000.0
70163855,Black,Crédito,2022-05-16 11:40:37,2022-05-28 11:40:37,2027-05-28,33000.0
13947223,Platinum,Crédito,2022-04-22 13:51:04,2022-05-15 13:51:04,2027-05-15,24000.0
88444641,Standard,Crédito,2022-08-15 23:23:23,2022-08-22 23:23:23,2027-08-22,6000.0
75559425,Gold,Crédito,2021-04-25 07:18:24,2021-05-08 07:18:24,2026-05-08,22000.0
89923683,Black,Crédito,2021-04-13 08:49:24,2021-05-10 08:49:24,2026-05-10,15000.0
30729696,Platinum,Crédito,2022-03-02 16:10:45,2022-03-12 16:10:45,2027-03-12,21000.0
99421541,Black,Crédito,2020-12-18 01:45:29,2020-12-23 01:45:29,2025-12-23,22000.0
36619551,Platinum,Crédito,2022-04-26 11:46:52,2022-05-25 11:46:52,2027-05-25,14000.0
53501966,Gold,Crédito,2021-07-16 03:38:33,2021-08-08 03:38:33,2026-08-08,18000.0
90265024,Maestro/Debit,Débito,2021-04-07 10:50:11,2021-05-01 10:50:11,2026-05-01,0.0
71548991,Maestro/Debit,Débito,2022-05-27 11:40:37,2022-06-24 11:40:37,2027-06-24,0.0
36679135,Black,Crédito,2021-11-10 18:26:42,2021-11-10 18:26:42,2026-11-10,44000.0
68592443,Standard,Crédito,2020-09-21 22:35:44,2020-10-15 22:35:44,2025-10-15,12000.0
47232226,Standard,Crédito,2021-07-12 01:49:34,2021-07-13 01:49:34,2026-07-13,8000.0
49287844,Gold,Crédito,2021-09-08 02:16:55,2021-10-07 02:16:55,2026-10-07,12000.0
97391320,Platinum,Crédito,2022-03-20 22:53:08,2022-04-01 22:53:08,2027-04-01,19000.0
13998402,Platinum,Crédito,2020-11-21 04:16:27,2020-11-21 04:16:27,2025-11-21,20000.0
34065137,Platinum,Crédito,2020-10-10 11:33:33,2020-11-02 11:33:33,2025-11-02,15000.0
53104324,Black,Crédito,2023-04-19 10:24:53,2023-04-20 10:24:53,2028-01-02,27000.0
36575420,Platinum,Crédito,2022-05-19 19:19:03,2022-06-14 19:19:03,2027-06-14,13000.0
79167397,Platinum,Crédito,2022-02-27 17:09:45,2022-03-02 17:09:45,2027-03-02,20000.0
45264108,Platinum,Crédito,2021-07-24 18:38:28,2021-08-16 18:38:28,2026-08-16,28000.0
16744586,Standard,Crédito,2022-02-21 20:50:50,2022-03-15 20:50:50,2027-03-15,14000.0
14491784,Platinum,Crédito,2021-06-05 16:44:26,2021-07-03 16:44:26,2026-07-03,22000.0
92621988,Black,Crédito,2023-03-14 06:10:50,2023-03-15 06:10:50,2028-01-02,47000.0
76139503,Maestro/Debit,Débito,2021-02-03 03:00:18,2021-02-23 03:00:18,2026-02-23,0.0
97683986,Maestro/Debit,Débito,2022-04-09 15:53:11,2022-05-08 15:53:11,2027-05-08,0.0
95274585,Standard,Crédito,2022-02-17 08:07:19,2022-03-14 08:07:19,2027-03-14,18000.0
95789324,Maestro/Debit,Débito,2022-02-22 17:17:27,2022-03-13 17:17:27,2027-03-13,0.0
71655314,Gold,Crédito,2021-06-22 04:15:49,2021-07-07 04:15:49,2026-07-07,18000.0
46009718,Maestro/Debit,Débito,2023-04-09 16:28:57,2023-04-10 16:28:57,2028-01-02,0.0
97989622,Black,Crédito,2021-03-20 05:37:16,2021-04-05 05:37:16,2026-04-05,17000.0
